"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-rag2-p5-lower-fi-029","P5","lower","fill-in","Core","观察物体","solver-gap","manual-required","L","L","","","","not-run","solver:no deterministic solver matched this free-form item","用5个同样的小正方体搭成一个立体图形，从正面看到的形状是“田”字形（上下两行每行2个），从左面看到的形状是“日”字形（上下两行，上行1个下行2个）。那么从上面看到的形状是(___)。（填“田”或“日”或“L”或“一”）"
"pep-primary-rag2-p5-lower-fi-030","P5","lower","fill-in","Core","分数加法和减法","pass","none","1/3","1/3","0.33333333","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算：5/6 - 1/2 = (___)/(___)（填最简分数）"
"pep-primary-rag2-p5-lower-fi-031","P5","lower","fill-in","Core","因数与倍数","solver-gap","manual-required","1","1 | 一个","","","","not-run","solver:no deterministic solver matched this free-form item","在1、2、9、15、23、36中，既是质数又是奇数的数有______个。"
"pep-primary-rag2-p5-lower-fi-032","P5","lower","fill-in","Core","分数混合应用","solver-gap","manual-required","3/8","3/8 | 八分之三","","","","not-run","solver:no deterministic solver matched this free-form item","一盒牛奶有5/8升，喝掉1/4升后，还剩______升。"
"pep-primary-rag2-p5-lower-fi-033","P5","lower","fill-in","Core","折线统计图","solver-gap","manual-required","6","6 | 六","","","","not-run","solver:no deterministic solver matched this free-form item","根据统计图描述：某地一周气温变化中，最高气温出现在周三，是28℃；最低气温出现在周六，是22℃。这周最高与最低气温相差______℃。"
"pep-primary-rag2-p5-lower-fi-034","P5","lower","fill-in","Core","分数的意义和性质","solver-gap","manual-required","1/5, 3/5","1/5, 3/5 | 五分之一, 五分之三","","","","not-run","solver:no deterministic solver matched this free-form item","把一根3米长的绳子平均分成5段，每段占全长的______，每段长______米。"
"pep-primary-rag2-p5-lower-fi-035","P5","lower","fill-in","Core","体积","solver-gap","manual-required","64","64 | 64立方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个正方体的棱长总和是48厘米，它的体积是______立方厘米。"
"pep-primary-rag2-p5-lower-mc-001","P5","lower","multiple-choice","Challenge","分数混合应用","solver-gap","manual-required","15颗","15颗","0, 4","division-with-remainder","arithmetic-application","fail","solver:division-with-remainder || explanation:computed result not found or contradiction pattern present","一袋糖果，如果平均分给4个小朋友，还剩3颗；如果平均分给6个小朋友，也剩3颗。这袋糖果至少有多少颗？"
"pep-primary-rag2-p5-lower-mc-002","P5","lower","multiple-choice","Foundation","2、5、3的倍数特征","solver-gap","manual-required","90","90","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个数同时是2、3、5的倍数？"
"pep-primary-rag2-p5-lower-mc-003","P5","lower","multiple-choice","Core","体积","pass","none","27","27","27","cube-volume","volume","pass","solver:cube-volume","一个正方体的棱长是3厘米，它的体积是多少立方厘米？"
"pep-primary-rag2-p5-lower-mc-004","P5","lower","multiple-choice","Exam","通分","solver-gap","manual-required","6/9","6/9","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个分数与2/3相等？"
"pep-primary-rag2-p5-lower-mc-005","P5","lower","multiple-choice","Challenge","折线统计图","solver-gap","manual-required","26°C","26°C","","","","not-run","solver:no deterministic solver matched this free-form item","小华记录了周一至周五每天的最高气温，并制成折线统计图。他发现周三气温比周二上升了3°C，周四比周三下降了2°C，周五与周四相同。如果周二气温是25°C，那么周五气温是多少°C？"
"pep-primary-rag2-p5-lower-mc-006","P5","lower","multiple-choice","Foundation","分数混合应用","solver-gap","manual-required","1.25千克","1.25千克 | 1.25","9/20","fraction-context-sum","fractions","fail","solver:fraction-context-sum || explanation:computed result not found or contradiction pattern present","一桶油重5千克，第一次用去1/5，第二次用去1/4千克，两次一共用去多少千克？"
"pep-primary-rag2-p5-lower-mc-007","P5","lower","multiple-choice","Core","2、5、3的倍数特征","solver-gap","manual-required","30","30","","","","not-run","solver:no deterministic solver matched this free-form item","一个两位数，既是2的倍数，又是5的倍数，同时还是3的倍数。这个数最小是多少？"
"pep-primary-rag2-p5-lower-mc-008","P5","lower","multiple-choice","Core","体积","solver-gap","manual-required","120","120","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方体的长、宽、高分别是6厘米、5厘米、4厘米，它的体积是多少立方厘米？"
"pep-primary-rag2-p5-lower-mc-009","P5","lower","multiple-choice","Core","通分","solver-gap","manual-required","1/4和1/6","1/4和1/6","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪组分数的分母可以选12作为公分母？"
"pep-primary-rag2-p5-lower-mc-010","P5","lower","multiple-choice","Core","图形的运动","solver-gap","manual-required","9","9","","","","not-run","solver:no deterministic solver matched this free-form item","将数字“6”绕某点旋转180°后，会变成哪个数字？"
"pep-primary-rag2-p5-lower-mc-011","P5","lower","multiple-choice","Core","分数混合应用","solver-gap","manual-required","7/36升","7/36升","","","","not-run","solver:no deterministic solver matched this free-form item","一盒牛奶有5/6升，妈妈喝了1/4升，剩下的平均分给3个孩子，每个孩子分到多少升？"
"pep-primary-rag2-p5-lower-mc-012","P5","lower","multiple-choice","Core","2、5、3的倍数特征","solver-gap","manual-required","120","120","","","","not-run","solver:no deterministic solver matched this free-form item","下面各数中，同时是2、5、3的倍数的是（ ）。"
"pep-primary-rag2-p5-lower-mc-013","P5","lower","multiple-choice","Core","体积","solver-gap","manual-required","2分米","2分米","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方体水箱，从里面量长8分米、宽5分米、深4分米。倒入80升水，水深多少分米？"
"pep-primary-rag2-p5-lower-mc-014","P5","lower","multiple-choice","Core","通分","solver-gap","manual-required","6/8","6/8","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个分数与3/4相等？"
"pep-primary-rag2-p5-lower-mc-015","P5","lower","multiple-choice","Core","观察物体","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","一个由小正方体搭成的立体图形，从正面看是“田”字形（即2行2列），从上面看是“一”字形（即1行2列）。这个立体图形至少由几个小正方体搭成？"
"pep-primary-rag2-p5-lower-mc-016","P5","lower","multiple-choice","Core","分数混合应用","solver-gap","manual-required","24","24","","","","not-run","solver:no deterministic solver matched this free-form item","一桶油，第一次用去1/4，第二次用去剩下的1/3，这时桶里还剩12千克。这桶油原来有多少千克？"
"pep-primary-rag2-p5-lower-mc-017","P5","lower","multiple-choice","Core","2、5、3的倍数特征","solver-gap","manual-required","30","30","","","","not-run","solver:no deterministic solver matched this free-form item","一个两位数，既是2的倍数，又是5的倍数，还有因数3。这个数最小是多少？"
"pep-primary-rag2-p5-lower-mc-018","P5","lower","multiple-choice","Foundation","体积","pass","none","60","60","60","cuboid-volume","volume","pass","solver:cuboid-volume","一个长方体，长5厘米，宽4厘米，高3厘米。它的体积是多少立方厘米？"
"pep-primary-rag2-p5-lower-mc-019","P5","lower","multiple-choice","Core","通分","solver-gap","manual-required","5/6 和 7/8","5/6 和 7/8","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪一组分数通分时用24作公分母最合适？"
"pep-primary-rag2-p5-lower-mc-020","P5","lower","multiple-choice","Foundation","期末综合","solver-gap","manual-required","5","5","","","","not-run","solver:no deterministic solver matched this free-form item","一个几何体从正面看是“田”字形，从上面看是“日”字形。这个几何体至少由几个小正方体搭成？"
"pep-primary-rag2-p5-lower-mc-021","P5","lower","multiple-choice","Core","分数混合应用","solver-gap","manual-required","1/2杯","1/2杯","","","","not-run","solver:no deterministic solver matched this free-form item","一杯牛奶，小华第一次喝了1/4杯，第二次喝了剩下的1/3。两次一共喝了多少杯牛奶？"
"pep-primary-rag2-p5-lower-mc-022","P5","lower","multiple-choice","Foundation","2、5、3的倍数特征","solver-gap","manual-required","120","120","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个数同时是2、5、3的倍数？"
"pep-primary-rag2-p5-lower-mc-023","P5","lower","multiple-choice","Core","体积","solver-gap","manual-required","120升","120升","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方体水箱，从里面量长6分米、宽5分米、高4分米。水箱的容积是多少升？"
"pep-primary-rag2-p5-lower-mc-024","P5","lower","multiple-choice","Foundation","通分","solver-gap","manual-required","1/3和1/4","1/3和1/4","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪一组分数在通分时，用12作公分母最简便？"
"pep-primary-rag2-p5-lower-mc-025","P5","lower","multiple-choice","Core","折线统计图","solver-gap","manual-required","先升后降再升","先升后降再升","","","","not-run","solver:no deterministic solver matched this free-form item","下面是某地一周内每天最高气温的折线统计图描述：周一20℃，周二22℃，周三21℃，周四23℃，周五24℃，周六25℃，周日26℃。从周一到周日，最高气温的变化趋势是？"
"pep-primary-rag2-p5-lower-mc-026","P5","lower","multiple-choice","Foundation","分数混合应用","solver-gap","manual-required","5/6 - 1/4","5/6 - 1/4","","","","not-run","solver:no deterministic solver matched this free-form item","一桶油重5/6千克，用去1/4千克，还剩多少千克？正确的算式是？"
