"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-p4-upper-047","P4","upper","multiple-choice","Core","除数是两位数的除法","solver-gap","manual-required","偏大","偏大","","","","not-run","solver:no deterministic solver matched this free-form item","计算 768 ÷ 32 时，把 32 看作 30 试商，初商可能（ ）。"
"pep-primary-p4-upper-048","P4","upper","fill-in","Core","平行四边形和梯形","solver-gap","manual-required","40","40 | 40厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形的一条边长 12 厘米，它的邻边长 8 厘米，这个平行四边形的周长是（ ）厘米。"
"pep-primary-p4-upper-049","P4","upper","multiple-choice","Core","条形统计图","pass","none","10","10","10格","bar-chart-grid-scale","statistics","pass","solver:bar-chart-grid-scale","四（1）班同学最喜欢的运动项目统计记录如下：足球15人，篮球10人，乒乓球20人，羽毛球5人。在条形统计图中，用1格表示2人，乒乓球项目应画（ ）格。"
"pep-primary-p4-upper-050","P4","upper","multiple-choice","Core","期末综合","solver-gap","manual-required","10","10","","","","not-run","solver:no deterministic solver matched this free-form item","小明在计算一道除法题时，把除数 54 看成了 45，结果得到的商是 12，余数是 8。正确的商应该是（ ）。"
"pep-primary-p5-lower-001","P5","lower","multiple-choice","Core","因数与倍数","pass","none","42","42","42","divisibility-by-2-and-3","number-theory","pass","solver:divisibility-by-2-and-3","下面哪个数既是 2 的倍数，又是 3 的倍数？"
"pep-primary-p5-lower-002","P5","lower","fill-in","Foundation","约分","pass","none","2/3","2/3","2/3","simplify-fraction","fractions","pass","solver:simplify-fraction","把 24/36 化成最简分数。"
"pep-primary-p5-lower-003","P5","lower","short-answer","Challenge","分数混合应用","solver-gap","manual-required","7/12","7/12","","","","not-run","solver:no deterministic solver matched this free-form item","一桶油重 3/4 千克，用去了 1/6 千克，还剩多少千克？"
"pep-primary-p5-lower-004","P5","lower","multiple-choice","Exam","长方体和正方体","solver-gap","manual-required","184 平方厘米","184 平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方体纸盒，长 8 厘米，宽 5 厘米，高 4 厘米。做这个纸盒至少需要多少平方厘米的硬纸板？"
"pep-primary-p5-lower-005","P5","lower","fill-in","Core","观察物体","solver-gap","manual-required","4","4 | 4个 | 4个小正方体","","","","not-run","solver:no deterministic solver matched this free-form item","一个用同样大小的小正方体搭成的立体图形，从前面看是 3 个小正方形排成一横排，从左面看是 2 个小正方形上下排成一列。搭成这个立体图形最少需要几个小正方体？"
"pep-primary-p5-lower-006","P5","lower","short-answer","Foundation","2、5、3的倍数特征","solver-gap","manual-required","10,20,30,40,50","10,20,30,40,50 | 10、20、30、40、50","","","","not-run","solver:no deterministic solver matched this free-form item","写出 50 以内所有既是 2 的倍数又是 5 的倍数的数。"
"pep-primary-p5-lower-007","P5","lower","multiple-choice","Challenge","分数的意义和性质","solver-gap","manual-required","6/10","6/10","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个分数与 3/5 相等？"
"pep-primary-p5-lower-008","P5","lower","fill-in","Exam","异分母分数加减","pass","none","19/24","19/24","0.79166667","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算 5/8 + 1/6，结果用最简分数表示。"
"pep-primary-p5-lower-009","P5","lower","short-answer","Core","体积","pass","none","125","125","125","cube-volume","volume","pass","solver:cube-volume","一个正方体的棱长是 5 厘米，它的体积是多少立方厘米？"
"pep-primary-p5-lower-010","P5","lower","multiple-choice","Foundation","图形的运动","solver-gap","manual-required","等腰三角形","等腰三角形","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个图形是轴对称图形？"
"pep-primary-p5-lower-011","P5","lower","fill-in","Challenge","质数和合数","solver-gap","manual-required","8","8 | 8种","","","","not-run","solver:no deterministic solver matched this free-form item","小明想用36个棱长为1厘米的小正方体拼成一个长方体，共有多少种不同的拼法？（拼法由长、宽、高决定，交换长宽高视为同一种拼法）"
"pep-primary-p5-lower-012","P5","lower","short-answer","Exam","通分","solver-gap","manual-required","24/40和25/40","24/40和25/40 | 24/40,25/40 | 24/40 25/40","","","","not-run","solver:no deterministic solver matched this free-form item","把分数3/5和5/8通分，并说明为什么通分后分数的大小不变。"
"pep-primary-p5-lower-013","P5","lower","multiple-choice","Core","分数加法和减法","pass","none","13/20米","13/20米","13/20","fraction-context-sum","fractions","pass","solver:fraction-context-sum","一根绳子长3米，第一次用去1/4米，第二次用去2/5米。两次一共用去多少米？"
"pep-primary-p5-lower-014","P5","lower","fill-in","Foundation","表面积","pass","none","96","96 | 96平方厘米","96","cube-surface-area-from-edge-sum","surface-area","pass","solver:cube-surface-area-from-edge-sum","一个正方体的棱长总和是48厘米，它的表面积是多少平方厘米？"
"pep-primary-p5-lower-015","P5","lower","short-answer","Challenge","折线统计图","pass","none","3月上升最快，上升了6℃","3月上升最快，上升了6℃ | 3月上升最快，上升了6摄氏度 | 3月上升最快，6℃ | 3月上升最快，6摄氏度","3月，上升6℃","described-line-chart-fastest-rise","statistics","pass","solver:described-line-chart-fastest-rise","下面是某城市2022年1~6月的月平均气温统计图（单位：℃）：1月2℃，2月5℃，3月11℃，4月15℃，5月20℃，6月25℃。请回答：哪个月气温上升最快？上升了多少摄氏度？"
"pep-primary-p5-lower-016","P5","lower","multiple-choice","Exam","因数与倍数","solver-gap","manual-required","60","60","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个数既是2的倍数，又是3的倍数？"
"pep-primary-p5-lower-017","P5","lower","fill-in","Core","约分","pass","none","2/3","2/3","2/3","simplify-fraction","fractions","pass","solver:simplify-fraction","把24/36约分成最简分数。"
"pep-primary-p5-lower-018","P5","lower","short-answer","Foundation","分数混合应用","pass","none","3.75","3.75 | 3.75千克 | 15/4 | 15/4千克 | 3又3/4 | 3又3/4千克","3.75","fraction-subtraction-from-whole","fractions","pass","solver:fraction-subtraction-from-whole","一桶油重5千克，第一次用去1/2千克，第二次用去3/4千克，还剩多少千克？"
"pep-primary-p5-lower-019","P5","lower","multiple-choice","Challenge","长方体和正方体","pass","none","96平方厘米","96平方厘米","96","cuboid-cut-max-surface-area-increase","surface-area","pass","solver:cuboid-cut-max-surface-area-increase","一个长方体长8厘米，宽6厘米，高4厘米。把它切成两个完全一样的小长方体，表面积最多增加多少平方厘米？"
"pep-primary-p5-lower-020","P5","lower","fill-in","Core","期末综合","solver-gap","manual-required","5","5 | 5个","","","","not-run","solver:no deterministic solver matched this free-form item","一个几何体从正面看是，从左面看是，从上面看是。搭这样的几何体最少需要几个小正方体？"
"pep-primary-p5-lower-021","P5","lower","short-answer","Foundation","2、5、3的倍数特征","solver-gap","manual-required","2个；340、430、450、540（任选两个，但必须包含340和430或450和540等，实际上共有4个：340、430、450、540）","2个；340、430、450、540（任选两个，但必须包含340和430或450和540等，实际上共有4个：340、430、450、540） | 2个；340、430 | 2个；450、540 | 4个；340、430、450、540","","","","not-run","solver:no deterministic solver matched this free-form item","从0、3、4、5中选出三个数字组成三位数，要求既是2的倍数又是5的倍数。这样的三位数共有几个？请写出所有符合条件的三位数。"
"pep-primary-p5-lower-022","P5","lower","multiple-choice","Challenge","分数的意义和性质","solver-gap","manual-required","9/16","9/16","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个分数的分子和分母的最大公因数是1，且分数值大于1/2？"
"pep-primary-p5-lower-023","P5","lower","fill-in","Core","异分母分数加减","pass","none","37/40","37/40","0.925","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算：5/8 + 3/10 = （  ）/（  ）（填最简分数）"
"pep-primary-p5-lower-024","P5","lower","short-answer","Foundation","体积","pass","none","占地面积最小是40平方厘米，体积是480立方厘米。","占地面积最小是40平方厘米，体积是480立方厘米。 | 40平方厘米；480立方厘米 | 40；480","40, 480","cuboid-min-footprint-and-volume","volume","pass","solver:cuboid-min-footprint-and-volume","一个长方体纸盒，长12厘米，宽8厘米，高5厘米。如果把它放在桌面上，占地面积最小是多少平方厘米？体积是多少立方厘米？"
"pep-primary-p5-lower-025","P5","lower","multiple-choice","Challenge","观察物体","solver-gap","manual-required","第一层放4个小正方体排成田字，第二层在右上角放1个","第一层放4个小正方体排成田字，第二层在右上角放1个","","","","not-run","solver:no deterministic solver matched this free-form item","用5个同样的小正方体搭成一个立体图形，从正面看是“田”字形（上下两行，每行两个正方形），从左面看是“L”形（下面两个正方形，上面一个正方形在右侧）。符合要求的立体图形是哪一个？"
"pep-primary-p5-lower-026","P5","lower","fill-in","Core","质数和合数","solver-gap","manual-required","2；4","2；4","","","","not-run","solver:no deterministic solver matched this free-form item","在20以内的自然数中，既是质数又是偶数的数是（  ），最小的合数是（  ）。"
"pep-primary-p5-lower-027","P5","lower","short-answer","Foundation","通分","solver-gap","manual-required","24；35；<","24；35；<","","","","not-run","solver:no deterministic solver matched this free-form item","把3/7和5/8通分，并比较大小。通分后：3/7 = （  ）/56，5/8 = （  ）/56，所以3/7 ○ 5/8（填“>”“<”或“=”）。"
