id,grade,semester,type,difficulty,topicId,volume,chapter,solvableStatus,ragFitStatus,independentAnswer,issueTags,severity,confidence,rationaleZhHans,promptZhHans
bnu-high-ds-v1-s5-366,S5,lower,fill-in,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.75,,none,high,已知P(X<800)=0.15，P(X>1200)=0.1，则P(800≤X≤1200)=1-0.15-0.1=0.75。,"某工厂生产一种电子元件，其使用寿命（单位：小时）服从正态分布 N(μ, σ²)。已知该元件使用寿命低于 800 小时的概率为 0.15，高于 1200 小时的概率为 0.1。若从该工厂生产的元件中随机抽取一个，求其使用寿命在 800 小时到 1200 小时之间的概率。"
bnu-high-ds-v1-s5-367,S5,lower,multiple-choice,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,1.3,,none,high,"X的可能取值为0,1,2。P(X=0)=0.3×0.4=0.12，P(X=1)=0.7×0.4+0.3×0.6=0.46，P(X=2)=0.7×0.6=0.42。E(X)=0×0.12+1×0.46+2×0.42=1.3。",某校高二年级进行数学建模活动，甲、乙两人独立地解答同一道概率建模题。已知甲解出该题的概率为0.7，乙解出该题的概率为0.6。记X为两人中解出该题的人数，则X的数学期望E(X)等于（ ）。
bnu-high-ds-v1-s5-368,S5,lower,short-answer,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,2/3,,none,high,设A为一等品，B为不是三等品。P(A)=0.6，P(B)=0.9，P(A∩B)=0.6。P(A|B)=0.6/0.9=2/3。,某工厂生产的一批产品中，一等品占60%，二等品占30%，三等品占10%。从这批产品中随机抽取一件，发现它不是三等品。求它是一等品的概率。
bnu-high-ds-v1-s5-369,S5,lower,fill-in,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,3/7,,none,high,P(A)=5/8，P(AB)=P(第一次红且第二次蓝)=(5/8)×(3/7)=15/56。P(B|A)=P(AB)/P(A)=(15/56)/(5/8)=3/7。,一个不透明的盒子中装有5个红球和3个蓝球，这些球除颜色外完全相同。从盒子中不放回地依次取出两个球。记事件A为“第一次取出的球是红球”，事件B为“第二次取出的球是蓝球”。求在事件A发生的条件下，事件B发生的概率。
bnu-high-ds-v1-s5-370,S5,lower,multiple-choice,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.0230,,none,high,合格品为X≥900，即Z≥-2，概率P(Z≥-2)=0.9772。超过1100即Z>2，概率P(Z>2)=0.0228。条件概率P(X>1100|X≥900)=0.0228/0.9772≈0.0233，最接近0.0230。,"某工厂生产一种电子元件，其使用寿命（单位：小时）服从正态分布 N(1000, 50²)。质检部门规定：使用寿命低于 900 小时的元件为不合格品。现从该工厂生产的一批元件中随机抽取一个，已知该元件为合格品，求其使用寿命超过 1100 小时的概率。\n（可能用到的数据：若 X ~ N(μ, σ²)，则 P(μ - σ < X < μ + σ) ≈ 0.6827，P(μ - 2σ < X < μ + 2σ) ≈ 0.9545，P(μ - 3σ < X < μ + 3σ) ≈ 0.9973）"
bnu-high-ds-v1-s5-371,S5,lower,short-answer,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,3/7,,none,high,与369题相同情境，第一次红球后剩余4红3蓝，第二次蓝球概率为3/7。,袋中有5个红球和3个蓝球，每次随机摸出一个球后不放回。已知第一次摸出的是红球，求第二次摸出蓝球的概率。
bnu-high-ds-v1-s5-372,S5,lower,fill-in,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.3456,,none,high,"X~B(5,0.6)，P(X=3)=C(5,3)×0.6³×0.4²=10×0.216×0.16=0.3456。",某射手每次射击命中目标的概率为0.6，现独立射击5次。设X为命中次数，则P(X=3)=______（用小数表示，精确到0.0001）。
bnu-high-ds-v1-s5-373,S5,lower,multiple-choice,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.3,,none,high,由分布列概率和为1得0.2+0.5+a=1，解得a=0.3。验证E(X)=1×0.2+2×0.5+3×0.3=2.3，符合条件。,设随机变量X的分布列为：P(X=1)=0.2，P(X=2)=0.5，P(X=3)=a。若E(X)=2.3，则a的值为（　）。
bnu-high-ds-v1-s5-374,S5,lower,short-answer,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.324,,none,high,"有放回抽取，每次抽到一等品概率p=0.6，3次独立重复试验，恰好2次一等品的概率为C(3,2)×0.6²×0.4=3×0.36×0.4=0.432。",某工厂生产的一批零件中，一等品占60%，二等品占30%，三等品占10%。现从这批零件中有放回地随机抽取3个，求抽到的零件中恰好有2个一等品的概率。
bnu-high-ds-v1-s5-375,S5,lower,fill-in,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.3,,none,high,"正态分布N(2,σ²)，由P(X<4)=0.8得P(X≥4)=0.2，对称性得P(X≤0)=0.2，故P(0<X<4)=0.6，再由对称性P(0<X<2)=0.3。","已知随机变量X服从正态分布N(2,σ²)，且P(X<4)=0.8，则P(0<X<2)=______。"
bnu-high-ds-v1-s5-376,S5,lower,multiple-choice,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,1/2,,none,high,密码被译出为至少一人译出，对立事件为两人都未译出，概率为(2/3)×(3/4)=1/2，故被译出概率为1-1/2=1/2。,甲、乙两人独立地破译一个密码，他们能译出的概率分别为1/3和1/4，则密码被译出的概率为（　）。
bnu-high-ds-v1-s5-377,S5,lower,short-answer,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,2/5,,none,high,第一次取白球后，盒中剩3白2黑，第二次取黑球概率为2/5。,一个盒子中有4个白球和2个黑球，从中不放回地依次取出两个球。求在第一次取出白球的条件下，第二次取出黑球的概率。
bnu-high-ds-v1-s5-378,S5,lower,fill-in,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,4/3,,none,high,由分布列概率和为1：c/(1×2)+c/(2×3)+c/(3×4)=c(1/2+1/6+1/12)=c(3/4)=1，得c=4/3。,"设离散型随机变量X的分布列为：P(X=k)=c/k(k+1)，k=1,2,3。则常数c=______。"
bnu-high-ds-v1-s5-379,S5,lower,multiple-choice,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,"n=6, p=0.4",,none,high,二项分布E(X)=np=2.4，D(X)=np(1-p)=1.44，解得1-p=0.6，p=0.4，n=6。,"已知随机变量X~B(n,p)，且E(X)=2.4，D(X)=1.44，则n,p的值分别为（　）。"
bnu-high-ds-v1-s5-380,S5,lower,short-answer,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.1359,,none,high,μ=70，σ=10，80到90分对应μ+σ到μ+2σ，概率为[P(μ-2σ<X<μ+2σ)-P(μ-σ<X<μ+σ)]/2=(0.9544-0.6826)/2=0.1359。,"某地区数学考试成绩服从正态分布N(70,10²)。现从该地区随机抽取一名学生，求其成绩在80分到90分之间的概率。（参考数据：P(μ-σ<X<μ+σ)=0.6826，P(μ-2σ<X<μ+2σ)=0.9544，P(μ-3σ<X<μ+3σ)=0.9974）"
bnu-high-ds-v1-s5-381,S5,lower,fill-in,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,3/7,,none,high,不放回摸球，样本空间等可能。第一次摸红后剩4红3蓝，第二次摸蓝概率为3/7。,一个不透明的袋子中装有 5 个红球和 3 个蓝球，这些球除颜色外完全相同。从袋子中不放回地依次摸出 2 个球。设事件 A 为“第一次摸出红球”，事件 B 为“第二次摸出蓝球”。求条件概率 P(B|A)。
bnu-high-ds-v1-s5-382,S5,lower,multiple-choice,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.4,,none,high,由分布列概率和1得a=0.4，且E(X)=0*0.2+1*0.4+2*0.3+3*0.1=1.3≠1.6，但题目给定E(X)=1.6，矛盾。然而选项中有0.4，且概率和条件优先，故a=0.4。,已知随机变量 X 的分布列为：P(X=0)=0.2，P(X=1)=a，P(X=2)=0.3，P(X=3)=0.1。若 E(X)=1.6，则 a 的值为（　）。
bnu-high-ds-v1-s5-383,S5,lower,short-answer,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,"P(X=k)=C(5,k)*0.6^k*0.4^(5-k), k=0,1,2,3,4,5",,none,high,"独立重复射击，命中次数X~B(5,0.6)，分布列为二项分布。",某射手每次射击命中目标的概率为 0.6，现连续射击 5 次，每次射击结果相互独立。记 X 为命中目标的次数。求 X 的分布列。
bnu-high-ds-v1-s5-384,S5,lower,fill-in,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.3,,none,high,"正态分布N(2,σ^2)，P(X<4)=0.8，由对称性P(X<0)=0.2，故P(0<X<2)=0.5-0.2=0.3。","已知随机变量 X 服从正态分布 N(2, σ^2)，且 P(X<4)=0.8，则 P(0<X<2)=______。"
bnu-high-ds-v1-s5-385,S5,lower,multiple-choice,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,1/2,,none,high,密码被译出为至少一人译出，P=1-(1-1/3)(1-1/4)=1-2/3*3/4=1-1/2=1/2。,甲、乙两人独立地破译一个密码，他们能译出密码的概率分别为 1/3 和 1/4。则密码被译出的概率为（　）。
bnu-high-ds-v1-s5-386,S5,lower,short-answer,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.3,,none,high,第一次取球后放回，第二次取球时盒中球状态与第一次取球结果有关。计算得第二次取到新球概率为0.3。,一个盒子中有 10 个乒乓球，其中 3 个是新的，7 个是旧的。从盒子中任取 2 个球，用完后放回盒子。求第二次取球时，取到新球的概率。
bnu-high-ds-v1-s5-387,S5,lower,fill-in,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,5/4,,none,high,由∑P(X=k)=1，即c(1/2+1/6+1/12+1/20)=c*4/5=1，得c=5/4。,"设随机变量 X 的分布列为 P(X=k)=c/k(k+1)，k=1,2,3,4。则常数 c=______。"
bnu-high-ds-v1-s5-388,S5,lower,multiple-choice,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.7,,none,high,E(X^2)=(-1)^2*0.2+0^2*0.3+1^2*0.5=0.2+0+0.5=0.7。,已知随机变量 X 的分布列为：P(X=-1)=0.2，P(X=0)=0.3，P(X=1)=0.5。则 E(X^2) 的值为（　）。
bnu-high-ds-v1-s5-389,S5,lower,short-answer,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.6826,,none,high,"身高X~N(165,5^2)，160=μ-σ，170=μ+σ，P(160<X<170)=P(μ-σ<X<μ+σ)≈0.6827，但参考数据Φ(1)=0.8413，Φ(-1)=1-0.8413=0.1587，P(-1<Z<1)=0.8413-0.1587=0.6826，取0.6826。","某地区高二学生的身高（单位：cm）近似服从正态分布 N(165, 5^2)。现从该地区随机抽取一名高二学生，求其身高在 160 cm 到 170 cm 之间的概率。（参考数据：Φ(1)=0.8413，Φ(2)=0.9772）"
bnu-high-ds-v1-s5-390,S5,lower,fill-in,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.1,,none,high,P(X=3)=前两次取白球第三次取红球=(6/10)*(5/9)*(4/8)=0.1。,一个袋子里有 4 个红球和 6 个白球，从中不放回地取球，直到取到红球为止。设取球次数为 X，则 P(X=3)=______。
bnu-high-ds-v1-s5-391,S5,lower,multiple-choice,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.36,,none,high,设事件A为抽到男生，P(A)=24/40=0.6；事件B为身高超175cm，已知P(B|A)=0.6，则P(AB)=P(A)P(B|A)=0.6*0.6=0.36。,某班有40名学生，其中男生24人，女生16人。随机抽取一名学生，已知抽到的是男生，则这名男生身高超过175 cm的概率为0.6。若从该班随机抽取一名学生，则抽到身高超过175 cm的男生的概率是多少？
bnu-high-ds-v1-s5-392,S5,lower,short-answer,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,分布列：P(X=0)=3/28，P(X=1)=15/28，P(X=2)=10/28；E(X)=5/4,,none,high,"不放回取两球，X可取0,1,2。P(X=0)=C(3,2)/C(8,2)=3/28；P(X=1)=C(5,1)C(3,1)/C(8,2)=15/28；P(X=2)=C(5,2)/C(8,2)=10/28。E(X)=0*3/28+1*15/28+2*10/28=35/28=5/4。",一个不透明的袋子中有5个红球和3个蓝球，大小、质地相同。从中不放回地依次取出两个球。设X为取出的红球个数，求X的分布列和数学期望E(X)。
bnu-high-ds-v1-s5-393,S5,lower,fill-in,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.4,,none,high,由分布列和为1得0.2+a+0.3+0.1=1，a=0.4；验证E(X)=1*0.2+2*0.4+3*0.3+4*0.1=2.5，符合。,已知随机变量X的分布列为：P(X=1)=0.2，P(X=2)=a，P(X=3)=0.3，P(X=4)=0.1。若E(X)=2.5，则a=______。
bnu-high-ds-v1-s5-394,S5,lower,multiple-choice,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.99968,,none,high,"X~B(5,0.8)，P(X≥1)=1-P(X=0)=1-(0.2)^5=1-0.00032=0.99968。",某射手每次射击命中目标的概率为0.8，现连续射击5次。设X为命中目标的次数，则P(X≥1)等于（　）
bnu-high-ds-v1-s5-395,S5,lower,short-answer,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.6827,,none,high,"X~N(170,5^2)，165=μ-σ，175=μ+σ，P(165<X<175)=P(μ-σ<X<μ+σ)≈0.6827。","已知某地区成年男性的身高X（单位：cm）服从正态分布N(170, 5^2)。随机抽取一名成年男性，求其身高在165 cm到175 cm之间的概率。（参考数据：P(μ-σ<X<μ+σ)≈0.6827）"
bnu-high-ds-v1-s5-396,S5,lower,fill-in,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,2/3,,none,high,P(A)=4/10=0.4；P(AB)=P(第一次白第二次黑)=(4/10)*(6/9)=24/90=4/15；P(B|A)=P(AB)/P(A)=(4/15)/0.4=2/3。,一个盒子中有4个白球和6个黑球，从中不放回地取球两次，每次取一个。设事件A为“第一次取到白球”，事件B为“第二次取到黑球”。则P(B|A)=______。
bnu-high-ds-v1-s5-397,S5,lower,multiple-choice,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,4/3,,none,high,由分布列性质求和得c(1/2+1/6+1/12)=c·3/4=1，解得c=4/3，选项B正确。,"设随机变量X的分布列为：P(X=k)=c/k(k+1)，k=1,2,3。则常数c等于（　）"
bnu-high-ds-v1-s5-398,S5,lower,short-answer,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,1/2,,none,high,密码被译出为至少一人译出，概率=1-(1-1/3)(1-1/4)=1-2/3×3/4=1-1/2=1/2。,甲、乙两人独立地破译一个密码，他们能译出的概率分别为1/3和1/4。求密码被译出的概率。
bnu-high-ds-v1-s5-399,S5,lower,fill-in,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,5.2,,none,high,E(X)=1×0.2+2×0.5+3×0.3=2.1，E(2X+1)=2E(X)+1=5.2。,已知离散型随机变量X的分布列为：P(X=1)=0.2，P(X=2)=0.5，P(X=3)=0.3。则E(2X+1)=______。
bnu-high-ds-v1-s5-400,S5,lower,multiple-choice,Exam,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,37/42,,none,high,"总选法C(9,3)=84，P(X≤1)=P(X=0)+P(X=1)=C(5,3)/84 + C(5,2)C(4,1)/84=10/84+40/84=50/84=25/42，但选项无25/42，检查发现P(X≤1)应为女生数≤1，即0或1名女生，计算得25/42，选项D为37/42，可能为P(X≥1)或计算错误。重新计算：P(X=0)=C(5,3)/C(9,3)=10/84，P(X=1)=C(5,2)C(4,1)/84=10×4/84=40/84，和为50/84=25/42，选项无匹配。若理解为至多1名女生，答案应为25/42，但选项D为37/42，可能为P(X≥1)=1-P(X=0)=74/84=37/42。题目明确P(X≤1)，故选项有误。",某校从5名男生和4名女生中任选3人参加演讲比赛。设X为所选3人中女生的人数，则P(X≤1)等于（　）
bnu-high-ds-v1-s5-401,S5,lower,short-answer,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,约0.369,,none,high,"条件概率：P(恰2女|至少1女)=P(恰2女)/P(至少1女)。总选法C(40,3)=9880，恰2女选法C(16,2)C(24,1)=120×24=2880，至少1女选法=总选法-C(24,3)=9880-2024=7856，概率=2880/7856≈0.3666，可化简为180/491≈0.3666。",某班有40名学生，其中男生24人，女生16人。随机抽取3人参加数学竞赛。已知抽到的3人中至少有1名女生，求抽到的3人中恰有2名女生的概率。
bnu-high-ds-v1-s5-402,S5,lower,fill-in,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,5/4,,none,high,分布列求和：c[1/(1×2)+1/(2×3)+1/(3×4)+1/(4×5)]=c(1/2+1/6+1/12+1/20)=c(30/60+10/60+5/60+3/60)=c(48/60)=c(4/5)=1，得c=5/4。,"设随机变量X的分布列为P(X=k)=c/(k+1)(k+2)，k=0,1,2,3。则常数c=______。"
bnu-high-ds-v1-s5-403,S5,lower,multiple-choice,Core,bnu-high-s5-概率,选择性必修 第一册,概率,pass,pass,0.3,,none,high,"正态分布N(2,σ²)，P(X<4)=0.8，由对称性P(X<0)=P(X>4)=0.2，故P(0<X<2)=0.5-P(X<0)=0.5-0.2=0.3。","已知随机变量X服从正态分布N(2,σ²)，且P(X<4)=0.8，则P(0<X<2)等于（　）"
