"questionId","grade","volume","chapter","type","difficulty","solverRule","independentAnswer","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v3-s5-361","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","45","45","45","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-362","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","23","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-363","S5","选择性必修 第一册","空间向量及其应用","short-answer","Core","v3-space-vector-translation","35","35","35","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-364","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","45","45","45","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-365","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","31","31","31","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-366","S5","选择性必修 第一册","空间向量及其应用","short-answer","Core","v3-space-vector-translation","39","39","39","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-367","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","45","45","45","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-368","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","47","47","47","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-369","S5","选择性必修 第一册","空间向量及其应用","short-answer","Core","v3-space-vector-translation","31","31","31","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-370","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","43","43","43","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-371","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","55","55","55","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-372","S5","选择性必修 第一册","空间向量及其应用","short-answer","Core","v3-space-vector-translation","31","31","31","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-373","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","41","41","41","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-374","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","43","43","43","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-375","S5","选择性必修 第一册","空间向量及其应用","short-answer","Core","v3-space-vector-translation","31","31","31","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-376","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","41","41","41","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-377","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","27","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-378","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Core","v3-space-vector-translation","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-379","S5","选择性必修 第一册","空间向量及其应用","fill-in","Challenge","v3-space-vector-translation","43","43","43","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-380","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Foundation","v3-space-vector-translation","27","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-381","S5","选择性必修 第一册","空间向量及其应用","fill-in","Core","v3-space-vector-translation","43","43","43","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-382","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","37","37","37","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-383","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","51","51","51","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-384","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Core","v3-space-vector-translation","33","33","33","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-385","S5","选择性必修 第一册","空间向量及其应用","fill-in","Challenge","v3-space-vector-translation","39","39","39","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-386","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Foundation","v3-space-vector-translation","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-387","S5","选择性必修 第一册","空间向量及其应用","fill-in","Core","v3-space-vector-translation","47","47","47","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-388","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","29","29","29","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-389","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","39","39","39","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-390","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Core","v3-space-vector-translation","47","47","47","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-391","S5","选择性必修 第一册","空间向量及其应用","fill-in","Challenge","v3-space-vector-translation","27","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-392","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Foundation","v3-space-vector-translation","29","29","29","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-393","S5","选择性必修 第一册","空间向量及其应用","fill-in","Core","v3-space-vector-translation","43","43","43","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-394","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","41","41","41","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-395","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","39","39","39","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-396","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Core","v3-space-vector-translation","33","33","33","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-397","S5","选择性必修 第一册","空间向量及其应用","fill-in","Challenge","v3-space-vector-translation","19","19","19","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-398","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Foundation","v3-space-vector-translation","41","41","41","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-399","S5","选择性必修 第一册","空间向量及其应用","fill-in","Core","v3-space-vector-translation","35","35","35","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-400","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","37","37","37","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-401","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","39","39","39","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-402","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Core","v3-space-vector-translation","37","37","37","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-403","S5","选择性必修 第一册","空间向量及其应用","fill-in","Challenge","v3-space-vector-translation","39","39","39","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-404","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Foundation","v3-space-vector-translation","49","49","49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-405","S5","选择性必修 第一册","空间向量及其应用","fill-in","Core","v3-space-vector-translation","31","31","31","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-406","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Challenge","v3-space-vector-translation","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-407","S5","选择性必修 第一册","空间向量及其应用","fill-in","Foundation","v3-space-vector-translation","43","43","43","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-408","S5","选择性必修 第一册","空间向量及其应用","multiple-choice","Core","v3-space-vector-translation","37","37","37","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s5-409","S5","选择性必修 第一册","空间向量及其应用","fill-in","Challenge","v3-space-vector-translation","47","47","47","pass","none","","","Include in S18 pass-sample review before app integration."
