candidateIndex,id,grade,semester,volume,unitTitle,topicId,questionType,difficulty,illustrationType,priority,promptZhHans,answer,generationBriefZhHans,copyrightSafetyZhHans,sourceAuditNeed,reviewStatus
447,hjb-junior-ds-v2-s2-494,S2,lower,八年级下册,反比例函数,hjb-junior-s2-lower-inverse-functions,multiple-choice,Core,function-graph,P1,"已知反比例函数 y = k/x 的图像经过点 A(3, -2)。关于该函数，下列判断正确的是：",当 x = -1 时，y = 6,为沪教版初中数学题 hjb-junior-ds-v2-s2-494 绘制原创题目插图，单元「反比例函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
448,hjb-junior-ds-v2-s2-495,S2,lower,八年级下册,反比例函数,hjb-junior-s2-lower-inverse-functions,multiple-choice,Core,function-graph,P1,"已知反比例函数 y = k/x 的图像经过点 P(4, -1)。关于该函数，下列判断正确的是（ ）",k = -4，图像的两个分支分别位于第二、四象限,为沪教版初中数学题 hjb-junior-ds-v2-s2-495 绘制原创题目插图，单元「反比例函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
449,hjb-junior-ds-v2-s2-496,S2,lower,八年级下册,反比例函数,hjb-junior-s2-lower-inverse-functions,multiple-choice,Core,function-graph,P1,"已知反比例函数 y = k/x 的图像经过点 A(3, -4)。下列说法正确的是（ ）",B. k = -12，图像的两支分别位于第二、四象限,为沪教版初中数学题 hjb-junior-ds-v2-s2-496 绘制原创题目插图，单元「反比例函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
450,hjb-junior-ds-v2-s2-497,S2,lower,八年级下册,反比例函数,hjb-junior-s2-lower-inverse-functions,multiple-choice,Core,function-graph,P1,对于反比例函数 y = (m+1)/x，当 x>0 时，y 随 x 的增大而减小，则 m 的取值范围是（ ）,A. m > -1,为沪教版初中数学题 hjb-junior-ds-v2-s2-497 绘制原创题目插图，单元「反比例函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
451,hjb-junior-ds-v2-s2-498,S2,lower,八年级下册,反比例函数,hjb-junior-s2-lower-inverse-functions,multiple-choice,Core,function-graph,P1,"已知点 P(-2, 3) 在反比例函数 y = k/x 的图像上，则下列各点中也在该图像上的是（ ）","C. (1, -6)",为沪教版初中数学题 hjb-junior-ds-v2-s2-498 绘制原创题目插图，单元「反比例函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
452,hjb-junior-ds-v2-s2-499,S2,lower,八年级下册,反比例函数,hjb-junior-s2-lower-inverse-functions,multiple-choice,Core,function-graph,P1,已知反比例函数 y = 6/x，当 -3 ≤ x ≤ -1 时，y 的最大值是（ ）,A. -2,为沪教版初中数学题 hjb-junior-ds-v2-s2-499 绘制原创题目插图，单元「反比例函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
453,hjb-junior-ds-v2-s2-500,S2,lower,八年级下册,反比例函数,hjb-junior-s2-lower-inverse-functions,multiple-choice,Core,function-graph,P1,"某气球内充满了一定质量的气体，当温度不变时，气球内气体的气压 p (kPa) 是气体体积 V (m³) 的反比例函数，其图像经过点 (0.8, 120)。当气球内的气压大于 150 kPa 时，气球将爆炸。为了安全起见，气体的体积应（ ）",A. 不小于 0.64 m³,为沪教版初中数学题 hjb-junior-ds-v2-s2-500 绘制原创题目插图，单元「反比例函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
454,hjb-junior-ds-v2-s3-001,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,multiple-choice,Core,geometry-diagram,P1,在△ABC中，点D在AB上，点E在AC上，且DE∥BC。若AD=3，DB=6，AE=4，则EC的长为（ ）,8,为沪教版初中数学题 hjb-junior-ds-v2-s3-001 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
455,hjb-junior-ds-v2-s3-002,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,fill-in,Exam,geometry-diagram,P1,已知△ABC∽△DEF，且相似比为2:3。若△ABC的周长为12 cm，则△DEF的周长为______ cm。,18,为沪教版初中数学题 hjb-junior-ds-v2-s3-002 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
456,hjb-junior-ds-v2-s3-003,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,short-answer,Challenge,geometry-diagram,P1,在四边形ABCD中，对角线AC与BD交于点O。已知OA=2，OC=6，OB=3，OD=4。求证：AB与CD不平行。,证明：若AB∥CD，则OA/OC=OB/OD。但OA/OC=2/6=1/3，OB/OD=3/4，1/3≠3/4，故AB与CD不平行。,为沪教版初中数学题 hjb-junior-ds-v2-s3-003 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
457,hjb-junior-ds-v2-s3-004,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,multiple-choice,Foundation,geometry-diagram,P1,在△ABC中，∠A=50°，∠B=60°，AB=8。在△DEF中，∠D=50°，∠E=70°，DE=12。这两个三角形相似吗？请说明理由。,不相似，因为对应角不都相等,为沪教版初中数学题 hjb-junior-ds-v2-s3-004 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
458,hjb-junior-ds-v2-s3-005,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,fill-in,Core,geometry-diagram,P1,在△ABC中，点D、E分别在AB、AC上，且DE∥BC。若AD=4，DB=6，BC=15，则DE=______。,6,为沪教版初中数学题 hjb-junior-ds-v2-s3-005 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
459,hjb-junior-ds-v2-s3-006,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,short-answer,Exam,geometry-diagram,P1,在△ABC中，点D、E分别在边AB、AC上，DE∥BC，AD=4，DB=6，AE=5。求EC的长。,7.5,为沪教版初中数学题 hjb-junior-ds-v2-s3-006 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
460,hjb-junior-ds-v2-s3-007,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,multiple-choice,Challenge,geometry-diagram,P1,在△ABC和△DEF中，已知∠A=∠D=50°，∠B=∠E=60°，AB=8，DE=12，BC=10。下列结论正确的是（ ）,△ABC∽△DEF，EF=15,为沪教版初中数学题 hjb-junior-ds-v2-s3-007 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
461,hjb-junior-ds-v2-s3-009,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,short-answer,Core,geometry-diagram,P1,在△ABC中，点D在边AB上，点E在边AC上，且DE∥BC。已知AD=4 cm，DB=8 cm，AE=5 cm，求EC的长。,10 cm,为沪教版初中数学题 hjb-junior-ds-v2-s3-009 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
462,hjb-junior-ds-v2-s3-010,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,multiple-choice,Exam,geometry-diagram,P1,在△ABC中，点D、E分别在AB、AC上，下列条件中能判定DE∥BC的是（ ）,AD:AB=2:5，AE:AC=2:5,为沪教版初中数学题 hjb-junior-ds-v2-s3-010 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
463,hjb-junior-ds-v2-s3-011,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,fill-in,Challenge,geometry-diagram,P1,在△ABC中，点D、E分别在边AB、AC上，DE∥BC。若AD=3，DB=6，AE=4，求EC的长。,8,为沪教版初中数学题 hjb-junior-ds-v2-s3-011 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
464,hjb-junior-ds-v2-s3-012,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,short-answer,Foundation,geometry-diagram,P1,在△ABC与△DEF中，已知∠A=∠D=50°，∠B=∠E=60°，AB=8，DE=4。求△ABC与△DEF的相似比（△ABC对应△DEF）。,2,为沪教版初中数学题 hjb-junior-ds-v2-s3-012 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
465,hjb-junior-ds-v2-s3-013,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,multiple-choice,Core,geometry-diagram,P1,下列条件中，能判定△ABC∽△A'B'C'的是（　）,AB/A'B'=AC/A'C'，且∠A=∠A',为沪教版初中数学题 hjb-junior-ds-v2-s3-013 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
466,hjb-junior-ds-v2-s3-014,S3,upper,九年级上册,相似三角形,hjb-junior-s3-upper-similar-triangles,fill-in,Exam,geometry-diagram,P1,在△ABC中，AB=12，AC=9，BC=15。点D在AB上，AD=4，过点D作DE∥BC交AC于点E。求DE的长。,5,为沪教版初中数学题 hjb-junior-ds-v2-s3-014 绘制原创题目插图，单元「相似三角形」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
