questionId,grade,volume,chapter,topicId,topicZh,questionType,difficulty,batch,promptZh,answer,illustrationTier,wideScopeCandidate,illustrationCategory,reusableTemplateKey,suggestedImageKind,exactMathLabelsNeeded,generationPriority,gptImage2Notes,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,topicOrder
hjb-high-ds-v4-s5-312,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0812：解答：椭圆 x²/729+y²/256=1 中，求 c²=a²-b² 的值。,473,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-315,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0815：解答：椭圆 x²/324+y²/64=1 中，求 c²=a²-b² 的值。,260,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-318,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0818：解答：椭圆 x²/676+y²/289=1 中，求 c²=a²-b² 的值。,387,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-321,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0821：解答：椭圆 x²/484+y²/196=1 中，求 c²=a²-b² 的值。,288,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-324,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0824：解答：椭圆 x²/576+y²/361=1 中，求 c²=a²-b² 的值。,215,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-327,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0827：解答：椭圆 x²/441+y²/81=1 中，求 c²=a²-b² 的值。,360,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-330,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0830：解答：椭圆 x²/225+y²/36=1 中，求 c²=a²-b² 的值。,189,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-333,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0833：解答：椭圆 x²/361+y²/196=1 中，求 c²=a²-b² 的值。,165,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-336,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0836：解答：椭圆 x²/289+y²/121=1 中，求 c²=a²-b² 的值。,168,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-339,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0839：解答：椭圆 x²/225+y²/64=1 中，求 c²=a²-b² 的值。,161,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-342,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0842：解答：椭圆 x²/169+y²/16=1 中，求 c²=a²-b² 的值。,153,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-345,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0845：解答：椭圆 x²/225+y²/16=1 中，求 c²=a²-b² 的值。,209,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-348,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0848：解答：椭圆 x²/324+y²/256=1 中，求 c²=a²-b² 的值。,68,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-351,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0851：解答：椭圆 x²/289+y²/100=1 中，求 c²=a²-b² 的值。,189,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-354,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0854：解答：椭圆 x²/289+y²/100=1 中，求 c²=a²-b² 的值。,189,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-357,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0857：解答：椭圆 x²/961+y²/400=1 中，求 c²=a²-b² 的值。,561,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v4-s5-360,S5,选择性必修 第一册,圆锥曲线,hjb-high-s5-圆锥曲线,圆锥曲线,short-answer,Core,hjb-v4-remediated,V4修复变式0860：解答：椭圆 x²/576+y²/256=1 中，求 c²=a²-b² 的值。,320,P1,yes,圆锥曲线坐标图,P1:conic-coordinate-diagram:short-answer,coordinate-plane conic section diagram,"yes: axes, vertices, foci, directrix, equations, and numeric labels should be deterministic overlays",1_high,"圆锥曲线是高精度类别；GPT Image2 should provide visual structure only, with exact math overlaid later.",passed-auto-source-scan,pending-manual,pending-manual,15
hjb-high-ds-v1-s5-112,S5,必修 第三册,概率初步,hjb-high-s5-概率初步,概率初步,multiple-choice,Exam,hjb-v1,变式0612：选择：袋中有 12 个红球和 20 个蓝球，随机取出 1 个，取到红球的概率是多少？,12/32,P2,yes,概率样本空间/摸球图,P2:probability-sample-space-bag:multiple-choice,"sample-space, event-region, bag-drawing, or tree diagram","yes: counts, event names, branch labels, and probability fractions should be deterministic overlays",2_medium,适合摸球、事件分解、样本空间和概率树底图；具体数字由覆盖层处理。,passed-auto-source-scan,pending-manual,pending-manual,12
hjb-high-ds-v1-s5-115,S5,必修 第三册,概率初步,hjb-high-s5-概率初步,概率初步,multiple-choice,Foundation,hjb-v1,变式0615：选择：袋中有 7 个红球和 7 个蓝球，随机取出 1 个，取到红球的概率是多少？,7/14,P2,yes,概率样本空间/摸球图,P2:probability-sample-space-bag:multiple-choice,"sample-space, event-region, bag-drawing, or tree diagram","yes: counts, event names, branch labels, and probability fractions should be deterministic overlays",2_medium,适合摸球、事件分解、样本空间和概率树底图；具体数字由覆盖层处理。,passed-auto-source-scan,pending-manual,pending-manual,12
hjb-high-ds-v1-s5-118,S5,必修 第三册,概率初步,hjb-high-s5-概率初步,概率初步,multiple-choice,Challenge,hjb-v1,变式0618：选择：袋中有 12 个红球和 16 个蓝球，随机取出 1 个，取到红球的概率是多少？,12/28,P2,yes,概率样本空间/摸球图,P2:probability-sample-space-bag:multiple-choice,"sample-space, event-region, bag-drawing, or tree diagram","yes: counts, event names, branch labels, and probability fractions should be deterministic overlays",2_medium,适合摸球、事件分解、样本空间和概率树底图；具体数字由覆盖层处理。,passed-auto-source-scan,pending-manual,pending-manual,12
hjb-high-ds-v1-s5-121,S5,必修 第三册,概率初步,hjb-high-s5-概率初步,概率初步,multiple-choice,Core,hjb-v1,变式0621：选择：袋中有 6 个红球和 12 个蓝球，随机取出 1 个，取到红球的概率是多少？,6/18,P2,yes,概率样本空间/摸球图,P2:probability-sample-space-bag:multiple-choice,"sample-space, event-region, bag-drawing, or tree diagram","yes: counts, event names, branch labels, and probability fractions should be deterministic overlays",2_medium,适合摸球、事件分解、样本空间和概率树底图；具体数字由覆盖层处理。,passed-auto-source-scan,pending-manual,pending-manual,12
hjb-high-ds-v1-s5-124,S5,必修 第三册,概率初步,hjb-high-s5-概率初步,概率初步,multiple-choice,Exam,hjb-v1,变式0624：选择：袋中有 9 个红球和 10 个蓝球，随机取出 1 个，取到红球的概率是多少？,9/19,P2,yes,概率样本空间/摸球图,P2:probability-sample-space-bag:multiple-choice,"sample-space, event-region, bag-drawing, or tree diagram","yes: counts, event names, branch labels, and probability fractions should be deterministic overlays",2_medium,适合摸球、事件分解、样本空间和概率树底图；具体数字由覆盖层处理。,passed-auto-source-scan,pending-manual,pending-manual,12
hjb-high-ds-v1-s5-127,S5,必修 第三册,概率初步,hjb-high-s5-概率初步,概率初步,multiple-choice,Foundation,hjb-v1,变式0627：选择：袋中有 4 个红球和 12 个蓝球，随机取出 1 个，取到红球的概率是多少？,4/16,P2,yes,概率样本空间/摸球图,P2:probability-sample-space-bag:multiple-choice,"sample-space, event-region, bag-drawing, or tree diagram","yes: counts, event names, branch labels, and probability fractions should be deterministic overlays",2_medium,适合摸球、事件分解、样本空间和概率树底图；具体数字由覆盖层处理。,passed-auto-source-scan,pending-manual,pending-manual,12
hjb-high-ds-v1-s5-130,S5,必修 第三册,概率初步,hjb-high-s5-概率初步,概率初步,multiple-choice,Challenge,hjb-v1,变式0630：选择：袋中有 7 个红球和 18 个蓝球，随机取出 1 个，取到红球的概率是多少？,7/25,P2,yes,概率样本空间/摸球图,P2:probability-sample-space-bag:multiple-choice,"sample-space, event-region, bag-drawing, or tree diagram","yes: counts, event names, branch labels, and probability fractions should be deterministic overlays",2_medium,适合摸球、事件分解、样本空间和概率树底图；具体数字由覆盖层处理。,passed-auto-source-scan,pending-manual,pending-manual,12
hjb-high-ds-v1-s5-133,S5,必修 第三册,概率初步,hjb-high-s5-概率初步,概率初步,multiple-choice,Core,hjb-v1,变式0633：选择：袋中有 5 个红球和 13 个蓝球，随机取出 1 个，取到红球的概率是多少？,5/18,P2,yes,概率样本空间/摸球图,P2:probability-sample-space-bag:multiple-choice,"sample-space, event-region, bag-drawing, or tree diagram","yes: counts, event names, branch labels, and probability fractions should be deterministic overlays",2_medium,适合摸球、事件分解、样本空间和概率树底图；具体数字由覆盖层处理。,passed-auto-source-scan,pending-manual,pending-manual,12
