questionId,grade,topicId,type,storedAnswer,acceptedAnswers,independentAnswer,solvableStatus,answerMatchStatus,confidence,issueType,recommendedAction,singleReviewApplied,note
pep-primary-p1-u-mc-001,P1,pep-primary-p1-upper-number-sense,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 14-11=3，选项中有3，题目清晰可解。 | Stage B: 独立答案与题库答案一致
pep-primary-p4-l-sa-170,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,40厘米,,40厘米,pass,pass,high,none,pass,false,Stage A: 周长=(13+7)×2=40厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-171,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,28厘米,,28厘米,pass,pass,high,none,pass,false,Stage A: 周长=(5+9)×2=28厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-172,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,20厘米,,20厘米,pass,pass,high,none,pass,false,Stage A: 周长=(6+4)×2=20厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-173,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,26厘米,,26厘米,pass,pass,high,none,pass,false,Stage A: 周长=(7+6)×2=26厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-174,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,32厘米,,32厘米,pass,pass,high,none,pass,false,Stage A: 周长=(8+8)×2=32厘米，正方形周长=边长×4 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-175,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,24厘米,,24厘米,pass,pass,high,none,pass,false,Stage A: 周长=(9+3)×2=24厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-176,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,30厘米,,30厘米,pass,pass,high,none,pass,false,Stage A: 周长=(10+5)×2=30厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-177,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,36厘米,,36厘米,pass,pass,high,none,pass,false,Stage A: 周长=(11+7)×2=36厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-178,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,42厘米,,42厘米,pass,pass,high,none,pass,false,Stage A: 周长=(12+9)×2=42厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-179,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,34厘米,,34厘米,pass,pass,high,none,pass,false,Stage A: 周长=(13+4)×2=34厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-180,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,22厘米,,22厘米,pass,pass,high,none,pass,false,Stage A: 周长=(5+6)×2=22厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-181,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,28厘米,,28厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(6+8)×2=28厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-182,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,20厘米,,20厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(7+3)×2=20厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-183,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,26厘米,,26厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(8+5)×2=26厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-184,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,34厘米,,34厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(10+7)×2=34厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-185,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,38厘米,,38厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(10+9)×2=38厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-186,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,30厘米,,30厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(11+4)×2=30厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-187,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,36厘米,,36厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(12+6)×2=36厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-188,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,42厘米,,42厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(13+8)×2=42厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-189,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,16厘米,,16厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(5+3)×2=16厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-190,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,22厘米,,22厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(6+5)×2=22厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-191,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,28厘米,,28厘米,pass,pass,high,none,pass,false,Stage A: 正方形周长=7×4=28厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-192,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,34厘米,,34厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(8+9)×2=34厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-193,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,26厘米,,26厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(9+4)×2=26厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-194,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,32厘米,,32厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(10+6)×2=32厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-195,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,38厘米,,38厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(11+8)×2=38厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-196,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,30厘米,,30厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(12+3)×2=30厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-197,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,36厘米,,36厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(13+5)×2=36厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-198,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,24厘米,,24厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(5+7)×2=24厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-199,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,30厘米,,30厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(6+9)×2=30厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p4-l-sa-200,P4,pep-primary-p4-lower-perimeter-area-lines,short-answer,28厘米,,28厘米,pass,pass,high,none,pass,false,Stage A: 长方形周长=(9+5)×2=28厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-u-mc-001,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 设每本练习本x元，4x+4=24，解得x=5。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-002,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 设这个数为x，3x+11=38，解得x=9。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-003,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,4,,4,pass,pass,high,none,pass,false,Stage A: 5x+6=26，5x=20，x=4。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-004,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 设每本练习本x元，2x+10=24，解得x=7。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-005,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,10,,10,pass,pass,high,none,pass,false,Stage A: 设这个数为x，4x+5=45，解得x=10。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-006,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 6x+9=39，6x=30，x=5。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-007,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,8,,8,pass,pass,high,none,pass,false,Stage A: 设每本练习本x元，3x+4=28，解得x=8。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-008,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 5x+10=25，5x=15，x=3。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-009,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 6x+4=34，6x=30，x=5。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-010,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 2x+7=21，2x=14，x=7。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-011,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 3x+10=37，3x=27，x=9。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-012,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 4x+4=16，4x=12，x=3。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-013,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 5x+7=32，5x=25，x=5。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-014,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 6x+10=52，6x=42，x=7。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-015,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 2x+4=22，2x=18，x=9。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-016,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,8,,8,pass,pass,high,none,pass,false,Stage A: 设每本练习本x元，6x+10=58，解得x=8。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-017,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 4x+10=30，4x=20，x=5。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-018,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 5x+4=39，5x=35，x=7。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-019,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 6x+7=61，6x=54，x=9。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-020,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 2x+10=16，2x=6，x=3。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-021,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,6,,6,pass,pass,high,none,pass,false,Stage A: 设数为x，5x+11=41，5x=30，x=6。 | Stage B: 独立答案与题库答案一致，均为6
pep-primary-p5-u-mc-022,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 4x+7=35，4x=28，x=7。 | Stage B: 独立答案与题库答案一致，均为7
pep-primary-p5-u-mc-023,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 5x+10=55，5x=45，x=9。 | Stage B: 独立答案与题库答案一致，均为9
pep-primary-p5-u-mc-024,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 6x+4=22，6x=18，x=3。 | Stage B: 独立答案与题库答案一致，均为3
pep-primary-p5-u-mc-025,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 2x+7=17，2x=10，x=5。 | Stage B: 独立答案与题库答案一致，均为5
pep-primary-p5-u-mc-026,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 3x+10=31，3x=21，x=7。 | Stage B: 独立答案与题库答案一致，均为7
pep-primary-p5-u-mc-027,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 4x+4=40，4x=36，x=9。 | Stage B: 独立答案与题库答案一致，均为9
pep-primary-p5-u-mc-028,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 5x+7=22，5x=15，x=3。 | Stage B: 独立答案与题库答案一致，均为3
pep-primary-p5-u-mc-029,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 6x+10=40，6x=30，x=5。 | Stage B: 独立答案与题库答案一致，均为5
pep-primary-p5-u-mc-030,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 2x+4=18，2x=14，x=7。 | Stage B: 独立答案与题库答案一致，均为7
pep-primary-p5-u-mc-031,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 3x+7=34，3x=27，x=9。 | Stage B: 独立答案与题库答案一致，均为9
pep-primary-p5-u-mc-032,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 4x+10=22，4x=12，x=3。 | Stage B: 独立答案与题库答案一致，均为3
pep-primary-p5-u-mc-033,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 5x+4=29，5x=25，x=5。 | Stage B: 独立答案与题库答案一致，均为5
pep-primary-p5-u-mc-034,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 6x+7=49，6x=42，x=7。 | Stage B: 独立答案与题库答案一致，均为7
pep-primary-p5-u-mc-035,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 2x+10=28，2x=18，x=9。 | Stage B: 独立答案与题库答案一致，均为9
pep-primary-p5-u-mc-036,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 设数为x，2x+8=26，2x=18，x=9。 | Stage B: 独立答案与题库答案一致，均为9
pep-primary-p5-u-mc-037,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 4x+7=27，4x=20，x=5。 | Stage B: 独立答案与题库答案一致，均为5
pep-primary-p5-u-mc-038,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 5x+10=45，5x=35，x=7。 | Stage B: 独立答案与题库答案一致，均为7
pep-primary-p5-u-mc-039,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 6x+4=58，6x=54，x=9。 | Stage B: 独立答案与题库答案一致，均为9
pep-primary-p5-u-mc-040,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,10,,10,pass,pass,high,none,pass,false,Stage A: 2x+12=32，2x=20，x=10。 | Stage B: 独立答案与题库答案一致，均为10
pep-primary-p5-u-mc-041,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 方程6x+9=51，解得x=7，选项A正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-042,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 方程4x+4=32，解得x=7，选项D正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-043,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 方程5x+7=52，解得x=9，选项C正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-044,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 方程6x+10=28，解得x=3，选项B正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-045,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 方程2x+4=14，解得x=5，选项A正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-046,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 方程3x+7=28，解得x=7，选项D正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-047,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,9,,9,pass,pass,high,none,pass,false,Stage A: 方程4x+10=46，解得x=9，选项C正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-048,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 方程5x+4=19，解得x=3，选项B正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-049,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,5,,5,pass,pass,high,none,pass,false,Stage A: 方程6x+7=37，解得x=5，选项A正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-050,P5,pep-primary-p5-upper-decimals-equations,multiple-choice,7,,7,pass,pass,high,none,pass,false,Stage A: 方程2x+10=24，解得x=7，选项D正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-051,P5,pep-primary-p5-upper-polygon-area,multiple-choice,35平方厘米,,35平方厘米,pass,pass,high,none,pass,false,Stage A: 三角形面积=底×高÷2=7×10÷2=35平方厘米，选项C正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-052,P5,pep-primary-p5-upper-polygon-area,multiple-choice,16平方厘米,,16平方厘米,pass,pass,high,none,pass,false,Stage A: 三角形面积=8×4÷2=16平方厘米，选项B正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-053,P5,pep-primary-p5-upper-polygon-area,multiple-choice,27平方厘米,,27平方厘米,pass,pass,high,none,pass,false,Stage A: 三角形面积=9×6÷2=27平方厘米，选项A正确。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-u-mc-054,P5,pep-primary-p5-upper-polygon-area,multiple-choice,40平方厘米,,40平方厘米,pass,pass,high,none,pass,false,Stage A: 三角形面积=10×8÷2=40平方厘米，选项D正确。 | Stage B: 独立答案与题库答案一致
